id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,sentiment,sentiment_category
1346069924192473088,Sanjay Jha,South Asia,"Journalist. Winner of Gerald Loeb Award by UCLA Anderson, USA. RTs & links r not endorsements. Alumni TR Foundation, formerly the Guardian, Aajtak (TV Today)",2009-03-03 08:55:44,3741,144,334,True,2021-01-04 12:24:13,"Sir John Bell, regius professor medicine said super-infectious South African…",['OxfordUniversity'],Twitter Web App,2,3,False,0.0,neutral
1346062391356903425,ILKHA,Türkiye,Official Twitter account of Ilke News Agency /,2015-05-22 08:31:12,4281,6,3,True,2021-01-04 11:54:17,"Iran records 6,073 daily confirmed cases COVID-19","['Iran', 'AstraZeneca', 'Nationallockdown', 'PfizerBioNTech', 'COVID19']",TweetDeck,2,6,False,0.0,neutral
1346037662864568320,IKIGAI,Go figure...,"#Father #Husband #Geospatial #Data #Consultant 
I see no evil, hear no evil and give no recognition to evil.....just hv fun
 #ProudlyNigerian wherever i dey",2010-08-30 17:09:11,221,151,5980,False,2021-01-04 10:16:01,"African countries collaborated, financed research development vaccine, rather th…",['COVID19'],Twitter for Android,1,1,False,0.0,neutral
1346011956063383558,Polish Press Agency,"Warszawa, Polska",Polish Press Agency is the single largest source of news from Poland with over 250 reporters and 40 photojournalists delivering accurate and comprehensive news.,2018-04-19 10:11:59,1509,139,683,False,2021-01-04 08:33:52,"Another 360,000 doses vaccines arrived Monday morning, head o…","['PfizerBioNTech', 'coronavirus', 'Poland']",Twitter Web App,2,2,False,0.0,neutral
1345947075997929475,ET Panache,"New Delhi, India","Follow @ETPanache for the latest on #fashion, #tech, #celebrities, #healthyliving, #lifelessons, #entertainment & more! A Times Internet Product",2009-04-29 09:31:57,32583,98,171,True,2021-01-04 04:16:04,"close confidante India’s corporate leadership go-to guy Gulf, banker said…",['AnshumanMishra'],TweetDeck,1,0,False,0.0,neutral
1345940101520613384,Georgina Belenguer Ribera,Dakar-Valencia,Psicoterapia Socioterapia Arteterapia Risoterapia Traducción profesional {Spanish/English/German},2020-04-11 01:39:14,377,1196,5270,False,2021-01-04 03:48:21,: of…,"['GOPbarbies', 'GOPrabies', 'SIONISMUS', 'KKKellyLöffner', 'NAZIdescendant', 'Encefalomielosis', 'VÍRICA']",Twitter for Android,0,1,False,0.0,neutral
1346905679643222016,catherine watkins,http://boxing-kingdom.blogspot,"Physiotherapist, Advanced Practitioner, cardiothoracic surgery. All views here are personal and in no way represent the views of my employer or my profession.",2015-05-14 19:56:49,364,392,16128,False,2021-01-06 19:45:12,It’s V- day 🥳🍾🍾🍾,"['PfizerBioNTech', 'vaccine', 'nhs']",Twitter for iPhone,0,3,False,0.0,neutral
1346587504703664129,PhillyMeg,"Pennsylvania, USA",#resist #FBR 🌊 #flattenthecurve #maskup #flyeaglesfly 🦅 #BidenHarris2020 * dogs are the best * VOTE BLUE!! * Cardiac NP,2011-02-20 01:51:59,849,1287,41748,False,2021-01-05 22:40:54,Second shot done ✅ time got button prove,"['CovidVaccine', 'VaccinesSaveLives', 'MasksSaveLives']",Twitter for iPhone,5,32,False,0.0,neutral
1346587425167056901,🇫🇷🇮🇷🇪🇺Ali Dadban M.D.,France,"Attending physician, Dermatology, Amiens, France. No direct medical questions. Views own. #medtwitter #dermtwitter  #curious #Chess #Duolingo 🐈 #AlwaysLearning",2009-06-11 21:37:26,466,856,10675,False,2021-01-05 22:40:35,Thanks. read last paper say data HIV-positive patients b…,['PfizerBioNTech'],Twitter for Android,0,1,False,0.4404,positive
1346576891193544705,Daniel J Hughes,London,"Medical Oncology SpR @UCL. #LCSM
Researcher @KingsCollegeLon @KCLGSTTpet

Trainee Chair @ACPUK and Rep @JRCPTB

Healthcare | MedEd | travel

He/him🏳️‍🌈🇬🇧",2009-09-30 16:21:14,385,432,832,False,2021-01-05 21:58:43,received today feeling 💯% grateful opportunity to…,"['PfizerBioNTech', 'CovidVaccine']",Twitter for Android,0,8,False,0.743,positive
1346571604088729600,Michael Shiloh,USA,Physician-scientist (Infectious Diseases; Immunology; Microbiology) @UTSWnews. @Eagles @sixers @warriors @Arsenal. All views my own.,2008-06-30 22:41:05,1283,663,1548,False,2021-01-05 21:37:43,Got booster vaccine. know I’m going now? Still wear mask outside w…,['PfizerBioNTech'],Twitter for iPhone,5,114,False,0.0,neutral
1346571441412706305,Sidney,Paris,Conseil en communication digitale.,2014-01-09 17:43:49,305,922,1566,False,2021-01-05 21:37:04,"Hi, France, way","['PfizerBioNTech', 'ARNm']",Twitter for Android,0,0,False,0.0,neutral
1346566971316465672,PharmaScholar,"North West, England",We offer bespoke Pharmacy-based tutoring that is tailored exactly to your educational and / or career needs at the point in time when you need it the most.,2019-10-16 14:25:32,147,671,416,False,2021-01-05 21:19:18,proud say involved preparation - ( vaccine today…,"['Pfizer', 'BioNTech', 'PfizerBioNTech']",LinkedIn,0,1,False,0.4767,positive
1346559954057093121,Ju #AntiTory⚘ #AntiTrump,"London, England","Leftwing internationalist.Independent observer of world affairs.Orwell couldn't have imagined this.
#staysafe 

RT/Like not necessarily an endorsement.",2018-12-27 15:15:05,18117,17925,131643,False,2021-01-05 20:51:25,,['PfizerBioNTech'],Twitter for Android,0,1,False,0.0,neutral
1346558028091420675,😷Joey Keane Blanchardstown Dublin 😷🇮🇪❄️🌨,"Blanchardstown Dublin, Ireland","#FavouriteTeam #Is @ManUtd #DublinGAA #And @FAIreland  #ILoveWatchingTVSeriesEpisodesAnd #Movies  #On #Netflix #Dublins98FM #WWERaw 🤼‍♂️
 #Smackdown  #Mufc ⚽️",2011-10-26 20:04:04,5592,6150,43334,False,2021-01-05 20:43:46,Kitchen staff Work getting Vaccinated soon Vaccine,['PfizerBioNTech'],Twitter Web App,0,0,False,0.0,neutral
1346549237631344645,Toxic Lemon,London UK,"Privacy is not about something to hide
Privacy is something to protect
No privacy No freedom No liberty

Pro EU Will never forgive loss of Freedom of Movement!",2010-10-04 21:48:08,246,472,2203,False,2021-01-05 20:08:50,"needs experts cretin &amp; two pseudo scientific/medical nodding sycophants, so…","['WHO', 'UK', 'BorisJohnson']",Twitter Web App,0,0,False,0.0,neutral
1346543561752326151,Saeed Haider,Dammam,Journalist,2010-02-08 12:46:04,229,69,149,False,2021-01-05 19:46:17,People react; laud,['PfizerBioNTech'],Twitter for Android,1,2,False,0.0,neutral
1346540959236935680,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,60072,45,118,True,2021-01-05 19:35:56,World Health Organisation ( ) Tuesday said patients given two doses the…,['COVID19'],Twitter Web App,1,11,False,0.0,neutral
1346535688523706377,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,51489,236,766,True,2021-01-05 19:15:00,"patients take two doses within period 21-28 days, World He…","['COVID19', 'PfizerBioNTech', 'vaccine']",TweetDeck,0,2,False,0.0,neutral
1346532238725406720,PH Dousma,"Europe,NL","Tech Biz Engineer TUE MSc87  Retired(Health) Caring Globally abt People #ClimateChange#COVID19 #CyberSecurity#Breaking
Own Opinion Fllws,RTs,Lks not Endorsement",2011-05-10 12:26:48,24,546,6106,False,2021-01-05 19:01:17,Bloomberg: EU Seeks 300 Million Pfizer-BioNTech Doses.,"['COVID19EU', 'Vaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,neutral
1346524357594652674,Shades of Long Island,Long Island   ,"A media outlet that highlights minorities, millennials and Gen Z’ers on #LongIsland - Founded by @miyajones1996",2019-01-05 01:19:05,763,674,2362,False,2021-01-05 18:29:58,"resident 1st person receive vaccine country, receives…","['LongIsland', 'SandraLindsay', 'PfizerBioNTech']",Twitter for iPhone,0,4,False,0.0,neutral
1346520882886430722,Mary Butler TD,"Waterford, Ireland",Minister of State for Mental Health and Older People. Fianna Fáil TD in Waterford. Mum of 3. Married to Mick and living in Portlaw.,2011-01-29 22:24:34,5331,1546,10854,True,2021-01-05 18:16:10,systems go afternoon front line staff receive vaccine. 7 reg…,['PfizerBioNTech'],Twitter for iPhone,11,132,False,0.0,neutral
1346519522514235395,A. Trillm,"Kreuzberg, ist nicht Apolda ","Übersetze, Redaktion, Lektorat, PR; Schnittstelle Technik-Praxis.
Germanistin, Soziologin;
war: Schule, Hochschule.
ökol.sozialliberal, Centrist
RTs not always❤",2012-03-26 11:59:20,647,700,47748,False,2021-01-05 18:10:45,gets numbers wrong document concerning causing lot confus…,['PfizerBioNTech'],Twitter for Android,0,0,False,-0.4767,negative
1346515812006424577,LaPontoressa,"Firenze, Toscana","Motivated ,Coloured and Exuberant PhD Student in Chemical Science.
""don't judge a book by its cover""",2011-12-26 19:49:46,40,64,86,False,2021-01-05 17:56:01,"Trying understand mRNA works, recommend interesting papers topic?…",['vaccine'],Twitter for Android,1,1,False,0.6369,positive
1346514685030526977,Pamela Falk,New York City,"CBS News, UN; GoldPrize NeufferAwd; JD ColumbiaLaw; Pres UNCorrespAssoc (-'14), HillRat: IntlAffCom; Bio and Tips: https://t.co/CvszrTK0Pj",2010-08-03 06:06:07,20778,17917,13901,True,2021-01-05 17:51:32,"PressConf, Q 1 instead 2 doses vaccine given, dur…","['JUSTIn', 'PfizerBioNTech']",Twitter Web App,1,1,False,0.0,neutral
1346513753492361217,Clár - Dá fhada an lá tagann an tráthnóna 💙,London,"There is a crack in everything, that's how the light gets in.

More cats, less people. 

                 
          NHS Physiotherapist.
Tweets my own
🇮🇪🇪🇺",2007-03-27 08:48:20,1513,3353,57569,False,2021-01-05 17:47:50,Really starting question evolution much stupidity within human race,"['COVID19', 'COVIDIOTS', 'coviddenier']",Twitter for Android,0,0,False,-0.4404,negative
1346513596411482113,wax on wax off,"90s kid , Goonies",searching for sun lit uplands..,2019-11-25 09:23:47,114,576,2300,False,2021-01-05 17:47:13,-2 doses within 28 days. - 2 doses within 12 weeks trust ?…,['PfizerVaccine'],Twitter for Android,1,1,False,0.5106,positive
1346512424996921355,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1675,905,29500,False,2021-01-05 17:42:33,PLEASE note says vaccine must administe…,"['Whitty', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.4648,positive
1346512375793528832,TyneHealth - North Tyneside GP Federation,North Tyneside,"Together with our GP members we deliver improved healthcare, closer to home for the North Tyneside community. Tweets by Dr Eleanor Holmes & Ethan @intoitmediauk",2019-07-11 08:41:38,356,1120,2051,False,2021-01-05 17:42:22,delivery vaccine presented many logistical challenges continuing the…,['PfizerBioNTech'],Buffer,0,1,False,0.0772,positive
1346511963363319809,Monikita,blessed. ,🌮❤️🍩,2013-01-20 15:30:42,43,385,2671,False,2021-01-05 17:40:43,Inoculated! Second dose!,"['PfizerCovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,0.0,neutral
1346509534685253635,Jeffrey M Goodloe,"Oklahoma City & Tulsa, OK","Professor of Emergency Medicine @OUSCM; Chief Medical Officer, EMS System Metro OKC & Tulsa; Member of @ACEPNow Board of Directors. Tweeting as individual.",2018-03-03 16:51:46,545,143,2318,False,2021-01-05 17:31:04,Two (doses) even better one! Grateful &amp;⁦ ⁦…,"['COVID19vaccine', 'PfizerBioNTech']",Twitter for iPhone,0,17,False,0.7345,positive
1346508245754642434,caleb 🌧,"Oklahoma, USA",blm | nursing | 🏳️‍🌈🇬🇧🇺🇸 | $CalebCBrown,2011-11-30 03:29:02,452,225,30224,False,2021-01-05 17:25:57,I’m FULLY VACCINATED! 🙌🏼💉🦠 Ever thankful,"['CovidVaccine', 'PfizerBioNTech', 'vaccine', 'Vaccinated']",Twitter for iPhone,0,9,False,0.6114,positive
1346507573869109252,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1675,905,29500,False,2021-01-05 17:23:17,FULL IT. scientific evidence vaccine spaced b…,"['whitty', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.0,neutral
1346507042895310849,Imogen Foulkes,Switzerland,BBC journalist UN Geneva Switzerland all views my own,2012-05-16 11:07:38,4072,505,860,True,2021-01-05 17:21:10,"Breaking: independent advisory group advises TWO doses vaccine, 2nd 21 - 28 day…","['SAGE', 'PfizerBioNTech']",Twitter Web App,8,23,False,0.0,neutral
1346506773235118080,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1675,905,29500,False,2021-01-05 17:20:06,seem turncoat. bit big problem vaccine. UK cold sto…,"['Whitty', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,-0.4019,negative
1346493908944097280,Kaz Liu,"Durham, NC",anthropologist/scientist/Dream America Scholar/midfielder/performer/human rights activist/EMT/firefighter/TARHEEL/lesbian ⚽️+🎶 saved me 🏳️‍🌈🔬they/them #BLM,2010-08-20 06:24:29,231,1646,20056,False,2021-01-05 16:28:59,It’s exactly week since got I’m still alive without side eff…,"['CovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.3818,positive
1346493513148600323,ᒍEᔕᔕIᑕᗩ EᐯEᖇᔕᕼEᗪ,TN27,#Design #ceramics #politics #feminism #thinking #parenting. The world is amazing enough without believing in magic & horrible enough not to believe conspiracies,2009-01-14 13:06:06,829,1717,4832,False,2021-01-05 16:27:24,Managed get mum haunted vision country run 80 year ol…,"['secondvaccination', 'win']",Twitter Web App,0,0,False,-0.2732,negative
1346490796967661571,Hannah 💙,"London, England","No-one is completely worthless, they can always used as a bad example. Adrenaline addict. Behaviour observer. ED/CriticalCare. She/her. Views are my own",2009-09-28 11:11:04,265,1594,9191,False,2021-01-05 16:16:37,Fully microchipped,"['COVID19', 'CovidVaccine', '5G', 'PfizerVaccine', 'PfizerBioNTech', 'PfizerCovidVaccine', 'itu']",Twitter for iPhone,0,0,False,0.0,neutral
1346473598823776260,Anna Mara,Venezuela,pediatric resident.,2019-04-17 18:43:40,34,50,871,False,2021-01-05 15:08:16,First dose 💉✔️,['PfizerBioNTech'],Twitter for iPhone,0,3,False,0.0,neutral
1346470564450373636,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1675,905,29500,False,2021-01-05 14:56:13,many doses vaccine guys delivered UK? t…,['PfizerBioNTech'],Twitter Web App,0,0,False,0.0,neutral
1346468320170577924,E. Dale Abel,"Iowa City, IA","Chair, DEO of the Department of Internal Medicine at the University of Iowa and Director of the Fraternal Order of Eagles Diabetes Research Center.",2019-03-24 14:59:18,1601,119,764,False,2021-01-05 14:47:18,shot Nearly 7000 dosed far. Standing mini c…,"['PfizerBioNTech', 'CovidVaccine']",Twitter for iPhone,11,169,False,0.0,neutral
1346466138247503873,Ruth M,"Northern Ireland, United Kingdom",Married @jen_cossy 👭🏻| Mama to our baby boy 👩‍👩‍👦 | Nurse Clinical Lead | Personal Tweets. #havegoodthoughts,2011-04-25 15:16:53,54,796,3255,False,2021-01-05 14:38:38,"applying emotion this? based best evidence, support extending time be…",['PfizerBioNTech'],Twitter for iPhone,0,2,False,0.7845,positive
1346466064045989888,"Amber Hildreth, DO","Denver, CO",Pediatric Transplant Hepatologist at Presbyterian/St. Luke’s and Rocky Mountain Hospital for Children. @rmhcfamily #savekids #donatelife,2014-07-25 22:37:16,172,469,399,False,2021-01-05 14:38:20,Day 1 post second feeling good! little sore injection site similar first dos…,['COVID19vaccine'],Twitter for iPhone,1,4,False,0.358,positive
1346460328612098048,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,734230,422,933,True,2021-01-05 14:15:33,"German firm warned Tuesday data backing ""safety efficacy"" delaying s…","['NSTworld', 'BioNTech']",TweetDeck,5,7,False,0.2023,positive
1346455726265421824,Mena Botros,"Columbus, OH","Pulmonary & Critical Care Fellow @TheOhioStateUniversity
Internal Medicine & Pediatrics graduate
(opinions are my own and don't reflect my institution)",2015-09-21 20:12:54,283,319,976,False,2021-01-05 13:57:15,Grateful today Excited see many friends c…,"['PfizerBioNTech', 'CovidVaccine', 'booster']",Twitter for Android,3,49,False,0.8176,positive
1346449625222270977,Disautonomia Squad 💙,Worldwide ,"Página para pacientes con #disautonomía, familiares y médicos /
Page for patients with dysautonomia, family members & physicians 👍 #Facebook & #Twitter",2020-10-23 10:27:09,255,110,2520,False,2021-01-05 13:33:01,anyone studies classified information applied patients dx certain grade of…,['vaccine'],Twitter for Android,0,3,False,-0.4404,negative
1346447905641484290,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,734230,422,933,True,2021-01-05 13:26:11,urban areas likely receive Meanwhile rural areas…,"['NSTnation', 'PfizerBioNTech', 'vaccine']",TweetDeck,5,1,False,0.0,neutral
1346438306087784453,Dr. Teddy Hosevelt,"Minnesota, USA",Constitutionalist.,2020-06-24 11:36:30,28,84,9869,False,2021-01-05 12:48:02,perfect summary Left versus Right.,"['theskimm', 'DeSantis2024', 'Moderna', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.5719,positive
1346424076466868228,Tsar Events PANAMA DMC & PCO,"Panama City, Panama ","TSAR EVENTS PANAMA DMC & PCO is Destination Management Company and Professional Congress Organizer based in Panama City, Republic of Panama",2016-10-24 10:16:45,99,138,752,False,2021-01-05 11:51:29,Vaccination started it’s time think go travel,['eventprofs'],Twitter for iPhone,1,1,False,0.0,neutral
1346415459017646080,Georgina Eaton,Manchester,Deputy Ward Manager of a Female Acute Mental Health Ward. All views are my own.,2009-09-01 15:18:03,187,303,446,False,2021-01-05 11:17:15,first covid vaccine,"['Covid19UK', 'PfizerBioNTech', 'PfizerCovidVaccine']",Twitter for iPhone,1,19,False,0.0,neutral
1346404920631713792,Gulf News,United Arab Emirates,"Content that matters, and you can trust. The official Twitter feed from Gulf News.",2009-02-11 08:21:32,1185466,229,754,True,2021-01-05 10:35:22,mother receive Tuesday. Director General Dubai Media…,"['MonaAlMarri', 'PfizerBioNTech', 'vaccine', 'Dubai']",TweetDeck,2,23,False,0.0,neutral
1346402620156493825,Quint Fit,"Noida, India","Health. Get with it.
Join us on Telegram: https://t.co/EPkDK9DIMp",2017-08-31 10:34:18,9697,254,294,True,2021-01-05 10:26:14,Infographic vs vs vs - top vaccines compare…,"['COVAXIN', 'OxfordVaccine', 'PfizerBioNTech', 'Moderna', 'COVID19']",TweetDeck,3,10,False,0.2023,positive
1346400149262667780,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,734230,422,933,True,2021-01-05 10:16:25,Malaysia's purchasing contracts prices revealed detail Parliam…,"['NSTnation', 'Covid19', 'vaccine']",TweetDeck,6,9,False,0.0,neutral
1346395114940235778,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,734230,422,933,True,2021-01-05 09:56:24,urban areas likely receive Meanwhile rural areas…,"['NSTnation', 'PfizerBioNTech', 'vaccine']",TweetDeck,16,11,False,0.0,neutral
1346389358451052546,Don Felipe,lunar base,Boost your immune system to combat covid19 via physical exercise and healthy clean nutrition.,2013-02-21 17:12:37,209,610,9205,False,2021-01-05 09:33:32,Good morning lockdown world,"['PfizerBioNTech', 'CobraKai', 'COVID19', 'vaccinations']",Twitter for iPhone,0,0,False,0.4404,positive
1346388130711146498,Simon Fletcher,Oxfordshire,"A bemused husband, father, christian, research nurse & PhD candidate. A lover of books & a thinker of weird thoughts. You have been warned.",2010-04-14 00:14:56,378,438,1961,False,2021-01-05 09:28:39,culmination amazing research process. first day I've received second,"['Lockdown3', 'PfizerBioNTech', 'vaccine']",Twitter for Android,0,2,False,0.5859,positive
1346386034519629824,Peter Aitken,Exeter. UK,"Director R&D @DPT_NHS, Chair Medical Committee @rnli, Trustee @TheLionsBarbers",2009-02-03 13:32:53,3444,1675,9115,False,2021-01-05 09:20:19,waiting 15mins feeling good thank,"['CovidVaccine', 'NHS']",Twitter Web App,1,4,False,0.7096,positive
1346379143341084674,Simon Hodes ⬅️2m➡️ 😷,"GP Partner, Watford ",#Chronoptimist • NHS GP • LMC Rep •Trainer • Appraiser • #ItsNotJustCovid #ContinuityOfCare #Diabetes #PatientsAtTheCentre • Old Manc • Own Views • 🏊🏃🚴‍♀️,2014-07-28 13:32:12,2180,2532,21622,False,2021-01-05 08:52:56,Guess arrived... Pizza box 🍕 number 2,['PfizerBioNTech'],Twitter for Android,1,27,False,0.0772,positive
1346377969787314177,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,734230,422,933,True,2021-01-05 08:48:17,Public Accounts Committee satisfied clarification given government representatives on…,['NSTnation'],TweetDeck,1,4,False,0.4215,positive
1346374862122545152,India Ahead News,India,Digital and Mobile platform for discovering and sharing news on the go.,2018-03-29 08:24:44,13415,146,593,False,2021-01-05 08:35:56,Portugal: Nurse dies days getting Pfizer COVID-19 vaccine,"['Portugal', 'Porto', 'COVID19', 'Coronavirus']",Twitter Web App,7,13,False,0.0,neutral
1346361217820966913,Samir Kalia,"Delhi~Gurgaon, India🇮🇳🌍🌏🌎","MD, MCI GeTS India Pvt Ltd, @MCIIndiaLive, @Gets_Holidays; Adventurer #Entrepreneur; https://t.co/MTYUpsQ7U8 ~ https://t.co/C5vAJLI66I",2018-02-12 12:02:05,110,68,1962,False,2021-01-05 07:41:43,"comparison, end Dec: 'A side-by-side comparison Pfizer/BioNTech Moderna v…","['CovidVaccines', 'CovidVaccine']",Twitter Web App,2,1,False,0.0,neutral
1346352832052658177,Simon Hodes ⬅️2m➡️ 😷,"GP Partner, Watford ",#Chronoptimist • NHS GP • LMC Rep •Trainer • Appraiser • #ItsNotJustCovid #ContinuityOfCare #Diabetes #PatientsAtTheCentre • Old Manc • Own Views • 🏊🏃🚴‍♀️,2014-07-28 13:32:12,2180,2532,21622,False,2021-01-05 07:08:23,consent form patients attending 💉 explaining boosters💉💉 waiting for…,['PfizerBioNTech'],Twitter for Android,3,11,False,0.2263,positive
1346340415851487232,CBD Movers,"Melbourne, Victoria",CBD Movers is one of the best moving companies in Australia providing all kinds of residential and commercial removal services safely and quickly.,2013-10-11 10:16:46,453,1689,256,False,2021-01-05 06:19:03,brings push back,"['Qantas', 'internationalflights', 'UK', 'US', 'Asiancountries', 'Qantasflights', 'airline']",Twitter Web App,0,0,False,0.0,neutral
1346325304860696576,WTX Jet,West Texas,"No children that I know of, Uncle to 3 & mentor to many. Love to travel especially by airplane or cruise ship. Some say witty ~ Definitely sarcastic ~",2011-04-30 01:57:38,82,103,10501,False,2021-01-05 05:19:00,"Well Twitter friends, 9 hours ago received dose 2 shot 1, minor arm soreness…",['PfizerCovidVaccine'],Twitter for iPhone,0,31,False,0.6369,positive
1346319472433516544,Lefika Bathobakae,"Paterson, NJ","⁣Med Student | MD/MPH (Cand.), CPH⠀
Celiac Disease ‘20⠀
Interests: #IBD, #CeliacDisease, C. difficile, #FMT, #RefugeeHealth⠀
All opinions are my own.
⁣",2016-09-09 15:19:09,79,458,441,False,2021-01-05 04:55:50,"got first dose Pfizer-BioNTech COVID-19 vaccine today, grateful that. 🙏🏽🙏🏽🙏🏽",['covid_19'],Instagram,0,0,False,0.4588,positive
1346311846781976576,Global Media,Worldwide,Media/News/Publishing,2015-06-25 16:12:48,580,1013,4188,False,2021-01-05 04:25:32,again. Happened Dover? - collapsed TV event,"['Tiffany', 'TiffanyDover', 'nurse', 'CHI']",Twitter Web App,2,7,False,-0.2732,negative
1346310674515783680,Healthwire,"New Delhi, India",Healthwire is a leading digital platform bringing #news on Health & Wellness. We aim for a healthier tomorrow.,2019-03-10 04:59:04,4971,397,215,False,2021-01-05 04:20:52,Covid-19 Vaccine War: Covaxin Maker Bharat Biotech Adar's 'Safe Like Water' Remark,"['Covishield', 'Pfizer', 'COVID19']",Twitter Web App,1,2,False,0.128,positive
1346298977415696387,Stan takashi,Delhi,"Time and me waits for none.
From Ladakh(Maryul)

Religion ~living and dying",2017-03-20 07:55:22,24,64,92,False,2021-01-05 03:34:23,What's thoughts this??? Drop comment,"['tuesday', 'cartoon', 'vaccine', 'COVID19', 'BharatBiotech', 'PfizerBioNTech']",Twitter for Android,0,0,False,-0.4432,negative
1346263768985026563,Sherry,Canada,Leave this world a little better than you found it. —Robert Bade-Powell,2009-07-15 15:40:50,1271,1508,44939,False,2021-01-05 01:14:29,"Bonnie Henry pushes 2nd dose vaccine 35 days, pote…",['PfizerBioNTech'],Twitter for iPhone,0,1,False,0.0,neutral
1346263521307275264,Question Everything,NH,"L & R wing belong to the same 🐦
👎Q, NWO, 😷, public 🏫
🚫 MAGA💉🎬",2020-02-11 21:32:27,111,341,2169,False,2021-01-05 01:13:30,FDA approved. alters DNA. bioweapon. virus. PCR tests designed t…,['PfizerBioNTech'],Twitter Web App,0,0,False,0.4215,positive
1346239393917501448,"Lizbeth Cahuayme, MD, FIDSA","Texas, USA",Transplant Infectious Disease @BSWHealth Educator|Researcher|Traveler|Runner🏃🏽‍♀️. *Wife*Mom*Daughter. #TxID #TB #latinasinmedicine 🇵🇪 Tweets mine,2011-05-24 04:08:16,595,675,1153,False,2021-01-04 23:37:38,Grateful get second vaccine. may tolerable side effects excited protect…,['PfizerBioNTech'],Twitter for iPhone,2,23,False,0.6597,positive
1346239110210605057,Kristen Rogers MD MPH,"New Orleans, LA",Internal Medicine Hospitalist @OchsnerHealth Assoc Program Director @OchsnerIMRes @OchsnerEdu @UQMedicine. Alumn @UWMedicine @TulaneSPHTM. Tweets/Views my own.,2017-12-15 19:16:58,261,247,1062,False,2021-01-04 23:36:30,COVID Vaccine Dose 2 done. feelings today. Relief protection.…,"['igottheshot', 'PfizerBioNTech']",Twitter for iPhone,4,16,False,0.4767,positive
1346236758816673792,Ian Bailey,"Vancouver, British Columbia",Vancouver-based Globe & Mail reporter. Retweets do not equal endorsements. Instagram - ianabailey,2009-11-11 19:50:05,13154,5592,5564,True,2021-01-04 23:27:09,"22,690 people vaccinated vaccine 1,449 vaccine, according t…","['BC', 'PfizerBioNTech', 'Moderna']",TweetDeck,1,0,False,0.0,neutral
1346236313821855744,Scallywagandvagabond,"Manhattan, NYC","Scallywag and Vagabond is a forum for critical reviews, interviews, insights, and the juice on scandal and gossip.",2009-10-20 19:12:27,2551,1296,101,False,2021-01-04 23:25:23,How? Portuguese health worker dies two days getting Pfizer COVID vaccine Acev…,['Sonia'],Twitter Web App,0,0,False,0.0,neutral
1346227256620949510,Kyriakos Papadopoulos,"Κοζάνη, Ελλάς","Founder at @biennalesocial & @biennalesanto Artist. Curator. Economist. Brand Strategist at Leading Brands Agency (GR). Tweets in GR • IT • EN.

I break norms!",2009-02-04 08:24:47,686,234,28573,False,2021-01-04 22:49:24,pharmaceutical companies victims,"['covid19', 'PfizerBioNTech', 'AstraZeneca', 'Moderna', 'COVIDー19', 'COVID20', 'Covid']",Twitter Web App,0,1,False,-0.3182,negative
1346225461345529858,Lucie Matthews,UK,INFJ 🍃,2012-05-12 13:06:08,290,667,4209,False,2021-01-04 22:42:16,Vaccinated covid thanks Pfizer,"['PfizerBioNTech', 'COVID19', 'nhs']",Twitter for iPhone,0,0,False,0.4404,positive
